"version","commit","scenario","variable","units","year","value"
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1948,307.826778180413
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1949,308.239739735007
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1950,308.62901530024
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1951,309.092002487044
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1952,309.688176800578
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1953,310.282574819367
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1954,310.875681890304
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1955,311.494096355843
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1956,312.191579137933
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1957,312.951233313191
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1958,313.73121523253
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1959,314.540427426261
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1960,315.355087435619
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1961,316.189576740201
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1962,317.028019977819
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1963,317.869698609224
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1964,318.705642422187
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1965,319.547577523886
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1966,320.457290944074
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1967,321.44752764127
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1968,322.491397034541
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1969,323.572498856403
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1970,324.7235180332
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1971,325.947360386264
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1972,327.145784567967
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1973,328.355152017339
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1974,329.649785031097
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1975,330.87700622296
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1976,332.048918110571
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1977,333.31568007549
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1978,334.645459856681
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1979,336.016501261088
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1980,337.394223461343
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1981,338.689904687181
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1982,339.906275353691
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1983,341.056078004483
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1984,342.221720238306
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1985,343.431492014903
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1986,344.688541328511
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1987,345.998614397439
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1988,347.352324969554
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1989,348.768589661718
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1990,350.200581325936
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1991,351.553135456164
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1992,352.930968157823
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1993,354.161264677029
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1994,355.29739074902
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1995,356.521900270598
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1996,357.862540904582
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1997,359.280317390626
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1998,361.042459446982
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",1999,362.535542433621
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2000,363.982161786602
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2001,365.512226751432
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2002,366.969415213221
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2003,368.536704082734
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2004,370.163378744334
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2005,372.011519296371
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2006,373.95506164997
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2007,376.016770034391
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2008,378.140378924536
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2009,380.129781728311
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2010,382.071857853147
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2011,384.237100275819
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2012,386.515575581645
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2013,388.847419488735
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2014,391.25542120122
"3.5.0",NA,"ssp245","CO2_concentration","ppmv CO2",2015,393.738707439479
"3.2.0","a61d64","ssp245","OHC","W/m2",1750,-294.740547797785
"3.2.0","a61d64","ssp245","OHC","W/m2",1751,-294.683754853879
"3.2.0","a61d64","ssp245","OHC","W/m2",1752,-294.530441602126
"3.2.0","a61d64","ssp245","OHC","W/m2",1753,-294.348619297238
"3.2.0","a61d64","ssp245","OHC","W/m2",1754,-294.222320568363
"3.2.0","a61d64","ssp245","OHC","W/m2",1755,-294.2616364853
"3.2.0","a61d64","ssp245","OHC","W/m2",1756,-295.97812021921
"3.2.0","a61d64","ssp245","OHC","W/m2",1757,-298.301750147439
"3.2.0","a61d64","ssp245","OHC","W/m2",1758,-299.060749623605
"3.2.0","a61d64","ssp245","OHC","W/m2",1759,-298.977191909792
"3.2.0","a61d64","ssp245","OHC","W/m2",1760,-298.661511399989
"3.2.0","a61d64","ssp245","OHC","W/m2",1761,-298.278316127879
"3.2.0","a61d64","ssp245","OHC","W/m2",1762,-304.206899954918
"3.2.0","a61d64","ssp245","OHC","W/m2",1763,-314.226888705891
"3.2.0","a61d64","ssp245","OHC","W/m2",1764,-318.909377046357
"3.2.0","a61d64","ssp245","OHC","W/m2",1765,-319.416635244986
"3.2.0","a61d64","ssp245","OHC","W/m2",1766,-320.885634261664
"3.2.0","a61d64","ssp245","OHC","W/m2",1767,-324.67144547828
"3.2.0","a61d64","ssp245","OHC","W/m2",1768,-326.986523240975
"3.2.0","a61d64","ssp245","OHC","W/m2",1769,-326.730061461285
"3.2.0","a61d64","ssp245","OHC","W/m2",1770,-326.428543921671
"3.2.0","a61d64","ssp245","OHC","W/m2",1771,-326.454439245297
"3.2.0","a61d64","ssp245","OHC","W/m2",1772,-325.665653789645
"3.2.0","a61d64","ssp245","OHC","W/m2",1773,-324.360286431232
"3.2.0","a61d64","ssp245","OHC","W/m2",1774,-323.063156670748
"3.2.0","a61d64","ssp245","OHC","W/m2",1775,-321.850905038702
"3.2.0","a61d64","ssp245","OHC","W/m2",1776,-320.649315422447
"3.2.0","a61d64","ssp245","OHC","W/m2",1777,-319.538445878011
"3.2.0","a61d64","ssp245","OHC","W/m2",1778,-318.555478217729
"3.2.0","a61d64","ssp245","OHC","W/m2",1779,-317.632013381334
"3.2.0","a61d64","ssp245","OHC","W/m2",1780,-316.788784115977
"3.2.0","a61d64","ssp245","OHC","W/m2",1781,-316.007233385564
"3.2.0","a61d64","ssp245","OHC","W/m2",1782,-315.221279237019
"3.2.0","a61d64","ssp245","OHC","W/m2",1783,-327.049291103342
"3.2.0","a61d64","ssp245","OHC","W/m2",1784,-364.041474359157
"3.2.0","a61d64","ssp245","OHC","W/m2",1785,-397.298632426558
"3.2.0","a61d64","ssp245","OHC","W/m2",1786,-407.723782073411
"3.2.0","a61d64","ssp245","OHC","W/m2",1787,-408.616793520193
"3.2.0","a61d64","ssp245","OHC","W/m2",1788,-405.566120143351
"3.2.0","a61d64","ssp245","OHC","W/m2",1789,-401.217998602104
"3.2.0","a61d64","ssp245","OHC","W/m2",1790,-396.775770394906
"3.2.0","a61d64","ssp245","OHC","W/m2",1791,-392.614285619244
"3.2.0","a61d64","ssp245","OHC","W/m2",1792,-388.778895339837
"3.2.0","a61d64","ssp245","OHC","W/m2",1793,-385.311673212081
"3.2.0","a61d64","ssp245","OHC","W/m2",1794,-382.279818188622
"3.2.0","a61d64","ssp245","OHC","W/m2",1795,-379.567798879025
"3.2.0","a61d64","ssp245","OHC","W/m2",1796,-377.924133458466
"3.2.0","a61d64","ssp245","OHC","W/m2",1797,-378.038454589939
"3.2.0","a61d64","ssp245","OHC","W/m2",1798,-378.235504755513
"3.2.0","a61d64","ssp245","OHC","W/m2",1799,-377.174001679549
"3.2.0","a61d64","ssp245","OHC","W/m2",1800,-375.395276661525
"3.2.0","a61d64","ssp245","OHC","W/m2",1801,-373.423368285111
"3.2.0","a61d64","ssp245","OHC","W/m2",1802,-371.448123434339
"3.2.0","a61d64","ssp245","OHC","W/m2",1803,-369.531777900879
"3.2.0","a61d64","ssp245","OHC","W/m2",1804,-367.637113946517
"3.2.0","a61d64","ssp245","OHC","W/m2",1805,-365.863467247536
"3.2.0","a61d64","ssp245","OHC","W/m2",1806,-364.206639200703
"3.2.0","a61d64","ssp245","OHC","W/m2",1807,-362.611282447721
"3.2.0","a61d64","ssp245","OHC","W/m2",1808,-361.167378788905
"3.2.0","a61d64","ssp245","OHC","W/m2",1809,-384.766886627818
"3.2.0","a61d64","ssp245","OHC","W/m2",1810,-424.756855098001
"3.2.0","a61d64","ssp245","OHC","W/m2",1811,-444.16552667279
"3.2.0","a61d64","ssp245","OHC","W/m2",1812,-446.67817933263
"3.2.0","a61d64","ssp245","OHC","W/m2",1813,-443.250632352449
"3.2.0","a61d64","ssp245","OHC","W/m2",1814,-438.3532470062
"3.2.0","a61d64","ssp245","OHC","W/m2",1815,-458.103466017149
"3.2.0","a61d64","ssp245","OHC","W/m2",1816,-508.65339617675
"3.2.0","a61d64","ssp245","OHC","W/m2",1817,-544.283356830226
"3.2.0","a61d64","ssp245","OHC","W/m2",1818,-550.41659227567
"3.2.0","a61d64","ssp245","OHC","W/m2",1819,-545.387119652874
"3.2.0","a61d64","ssp245","OHC","W/m2",1820,-537.269078237812
"3.2.0","a61d64","ssp245","OHC","W/m2",1821,-529.582931545903
"3.2.0","a61d64","ssp245","OHC","W/m2",1822,-523.170191781375
"3.2.0","a61d64","ssp245","OHC","W/m2",1823,-519.827689712709
"3.2.0","a61d64","ssp245","OHC","W/m2",1824,-517.619292511892
"3.2.0","a61d64","ssp245","OHC","W/m2",1825,-513.158243290915
"3.2.0","a61d64","ssp245","OHC","W/m2",1826,-507.769171116294
"3.2.0","a61d64","ssp245","OHC","W/m2",1827,-502.316900732338
"3.2.0","a61d64","ssp245","OHC","W/m2",1828,-497.214427028096
"3.2.0","a61d64","ssp245","OHC","W/m2",1829,-492.466671094622
"3.2.0","a61d64","ssp245","OHC","W/m2",1830,-487.999334711425
"3.2.0","a61d64","ssp245","OHC","W/m2",1831,-500.828848917113
"3.2.0","a61d64","ssp245","OHC","W/m2",1832,-524.819179973384
"3.2.0","a61d64","ssp245","OHC","W/m2",1833,-534.867465440316
"3.2.0","a61d64","ssp245","OHC","W/m2",1834,-533.832520666689
"3.2.0","a61d64","ssp245","OHC","W/m2",1835,-541.468663105399
"3.2.0","a61d64","ssp245","OHC","W/m2",1836,-556.169344058629
"3.2.0","a61d64","ssp245","OHC","W/m2",1837,-560.552822697345
"3.2.0","a61d64","ssp245","OHC","W/m2",1838,-556.981490461011
"3.2.0","a61d64","ssp245","OHC","W/m2",1839,-550.850175947118
"3.2.0","a61d64","ssp245","OHC","W/m2",1840,-544.260175348818
"3.2.0","a61d64","ssp245","OHC","W/m2",1841,-537.913221926126
"3.2.0","a61d64","ssp245","OHC","W/m2",1842,-531.956660356199
"3.2.0","a61d64","ssp245","OHC","W/m2",1843,-526.342321138921
"3.2.0","a61d64","ssp245","OHC","W/m2",1844,-521.018428030607
"3.2.0","a61d64","ssp245","OHC","W/m2",1845,-516.053142459886
"3.2.0","a61d64","ssp245","OHC","W/m2",1846,-512.657459846787
"3.2.0","a61d64","ssp245","OHC","W/m2",1847,-510.309676452204
"3.2.0","a61d64","ssp245","OHC","W/m2",1848,-507.192161729062
"3.2.0","a61d64","ssp245","OHC","W/m2",1849,-503.41317375666
"3.2.0","a61d64","ssp245","OHC","W/m2",1850,-499.452761710882
"3.2.0","a61d64","ssp245","OHC","W/m2",1851,-495.468864859104
"3.2.0","a61d64","ssp245","OHC","W/m2",1852,-491.516911852323
"3.2.0","a61d64","ssp245","OHC","W/m2",1853,-488.855575721212
"3.2.0","a61d64","ssp245","OHC","W/m2",1854,-487.726546755873
"3.2.0","a61d64","ssp245","OHC","W/m2",1855,-485.928550853031
"3.2.0","a61d64","ssp245","OHC","W/m2",1856,-483.100476469571
"3.2.0","a61d64","ssp245","OHC","W/m2",1857,-481.432812863877
"3.2.0","a61d64","ssp245","OHC","W/m2",1858,-480.04426526912
"3.2.0","a61d64","ssp245","OHC","W/m2",1859,-477.269210397333
"3.2.0","a61d64","ssp245","OHC","W/m2",1860,-473.917782607734
"3.2.0","a61d64","ssp245","OHC","W/m2",1861,-470.902010805112
"3.2.0","a61d64","ssp245","OHC","W/m2",1862,-473.555368503613
"3.2.0","a61d64","ssp245","OHC","W/m2",1863,-478.604614178184
"3.2.0","a61d64","ssp245","OHC","W/m2",1864,-478.64149982222
"3.2.0","a61d64","ssp245","OHC","W/m2",1865,-475.748406389747
"3.2.0","a61d64","ssp245","OHC","W/m2",1866,-471.963543377345
"3.2.0","a61d64","ssp245","OHC","W/m2",1867,-468.033752480724
"3.2.0","a61d64","ssp245","OHC","W/m2",1868,-464.280761155858
"3.2.0","a61d64","ssp245","OHC","W/m2",1869,-460.664265262485
"3.2.0","a61d64","ssp245","OHC","W/m2",1870,-457.17064734113
"3.2.0","a61d64","ssp245","OHC","W/m2",1871,-453.770636807661
"3.2.0","a61d64","ssp245","OHC","W/m2",1872,-450.396098762317
"3.2.0","a61d64","ssp245","OHC","W/m2",1873,-448.608680212329
"3.2.0","a61d64","ssp245","OHC","W/m2",1874,-447.530599779633
"3.2.0","a61d64","ssp245","OHC","W/m2",1875,-445.422054975177
"3.2.0","a61d64","ssp245","OHC","W/m2",1876,-443.064242811564
"3.2.0","a61d64","ssp245","OHC","W/m2",1877,-440.392340359312
"3.2.0","a61d64","ssp245","OHC","W/m2",1878,-437.367881402664
"3.2.0","a61d64","ssp245","OHC","W/m2",1879,-434.316789201937
"3.2.0","a61d64","ssp245","OHC","W/m2",1880,-431.631681923723
"3.2.0","a61d64","ssp245","OHC","W/m2",1881,-429.287027182231
"3.2.0","a61d64","ssp245","OHC","W/m2",1882,-426.704144664642
"3.2.0","a61d64","ssp245","OHC","W/m2",1883,-427.431301293376
"3.2.0","a61d64","ssp245","OHC","W/m2",1884,-442.077960112724
"3.2.0","a61d64","ssp245","OHC","W/m2",1885,-458.203452086939
"3.2.0","a61d64","ssp245","OHC","W/m2",1886,-461.248738458166
"3.2.0","a61d64","ssp245","OHC","W/m2",1887,-459.492792335524
"3.2.0","a61d64","ssp245","OHC","W/m2",1888,-456.322531981628
"3.2.0","a61d64","ssp245","OHC","W/m2",1889,-451.923438574114
"3.2.0","a61d64","ssp245","OHC","W/m2",1890,-448.277577338602
"3.2.0","a61d64","ssp245","OHC","W/m2",1891,-446.920871997595
"3.2.0","a61d64","ssp245","OHC","W/m2",1892,-445.546286846449
"3.2.0","a61d64","ssp245","OHC","W/m2",1893,-442.187327383084
"3.2.0","a61d64","ssp245","OHC","W/m2",1894,-438.23162021922
"3.2.0","a61d64","ssp245","OHC","W/m2",1895,-434.470483449457
"3.2.0","a61d64","ssp245","OHC","W/m2",1896,-430.842480342079
"3.2.0","a61d64","ssp245","OHC","W/m2",1897,-427.39557146849
"3.2.0","a61d64","ssp245","OHC","W/m2",1898,-424.145128675237
"3.2.0","a61d64","ssp245","OHC","W/m2",1899,-421.147765948922
"3.2.0","a61d64","ssp245","OHC","W/m2",1900,-418.386664859367
"3.2.0","a61d64","ssp245","OHC","W/m2",1901,-415.697021366884
"3.2.0","a61d64","ssp245","OHC","W/m2",1902,-413.762130041101
"3.2.0","a61d64","ssp245","OHC","W/m2",1903,-418.231397800072
"3.2.0","a61d64","ssp245","OHC","W/m2",1904,-425.012926495693
"3.2.0","a61d64","ssp245","OHC","W/m2",1905,-425.98502493198
"3.2.0","a61d64","ssp245","OHC","W/m2",1906,-423.724264904065
"3.2.0","a61d64","ssp245","OHC","W/m2",1907,-421.792806084394
"3.2.0","a61d64","ssp245","OHC","W/m2",1908,-420.345106517047
"3.2.0","a61d64","ssp245","OHC","W/m2",1909,-417.954520179437
"3.2.0","a61d64","ssp245","OHC","W/m2",1910,-415.307378219779
"3.2.0","a61d64","ssp245","OHC","W/m2",1911,-412.755291388271
"3.2.0","a61d64","ssp245","OHC","W/m2",1912,-413.306537271627
"3.2.0","a61d64","ssp245","OHC","W/m2",1913,-417.456872097182
"3.2.0","a61d64","ssp245","OHC","W/m2",1914,-419.440387889197
"3.2.0","a61d64","ssp245","OHC","W/m2",1915,-417.631164266607
"3.2.0","a61d64","ssp245","OHC","W/m2",1916,-414.655159647825
"3.2.0","a61d64","ssp245","OHC","W/m2",1917,-411.817067436593
"3.2.0","a61d64","ssp245","OHC","W/m2",1918,-409.135429687383
"3.2.0","a61d64","ssp245","OHC","W/m2",1919,-406.147096633226
"3.2.0","a61d64","ssp245","OHC","W/m2",1920,-403.078741357696
"3.2.0","a61d64","ssp245","OHC","W/m2",1921,-399.853574421143
"3.2.0","a61d64","ssp245","OHC","W/m2",1922,-397.046427822831
"3.2.0","a61d64","ssp245","OHC","W/m2",1923,-395.233129941212
"3.2.0","a61d64","ssp245","OHC","W/m2",1924,-393.023578219913
"3.2.0","a61d64","ssp245","OHC","W/m2",1925,-390.238891486948
"3.2.0","a61d64","ssp245","OHC","W/m2",1926,-387.458419898249
"3.2.0","a61d64","ssp245","OHC","W/m2",1927,-384.847356728784
"3.2.0","a61d64","ssp245","OHC","W/m2",1928,-382.555141635503
"3.2.0","a61d64","ssp245","OHC","W/m2",1929,-381.677782668464
"3.2.0","a61d64","ssp245","OHC","W/m2",1930,-380.622330530052
"3.2.0","a61d64","ssp245","OHC","W/m2",1931,-377.631746910874
"3.2.0","a61d64","ssp245","OHC","W/m2",1932,-374.875781978643
"3.2.0","a61d64","ssp245","OHC","W/m2",1933,-372.211095800994
"3.2.0","a61d64","ssp245","OHC","W/m2",1934,-368.916485374413
"3.2.0","a61d64","ssp245","OHC","W/m2",1935,-365.807726159673
"3.2.0","a61d64","ssp245","OHC","W/m2",1936,-363.092539695543
"3.2.0","a61d64","ssp245","OHC","W/m2",1937,-360.751483611461
"3.2.0","a61d64","ssp245","OHC","W/m2",1938,-358.258977779047
"3.2.0","a61d64","ssp245","OHC","W/m2",1939,-355.688320154455
"3.2.0","a61d64","ssp245","OHC","W/m2",1940,-353.52032077811
"3.2.0","a61d64","ssp245","OHC","W/m2",1941,-351.584700365253
"3.2.0","a61d64","ssp245","OHC","W/m2",1942,-349.770176848725
"3.2.0","a61d64","ssp245","OHC","W/m2",1943,-347.969976434516
"3.2.0","a61d64","ssp245","OHC","W/m2",1944,-345.980121717187
"3.2.0","a61d64","ssp245","OHC","W/m2",1945,-343.370681255596
"3.2.0","a61d64","ssp245","OHC","W/m2",1946,-340.165847814542
"3.2.0","a61d64","ssp245","OHC","W/m2",1947,-337.165506214481
"3.2.0","a61d64","ssp245","OHC","W/m2",1948,-334.586671399662
"3.2.0","a61d64","ssp245","OHC","W/m2",1949,-332.003477376285
"3.2.0","a61d64","ssp245","OHC","W/m2",1950,-329.66221244374
"3.2.0","a61d64","ssp245","OHC","W/m2",1951,-327.572926018618
"3.2.0","a61d64","ssp245","OHC","W/m2",1952,-325.385384119712
"3.2.0","a61d64","ssp245","OHC","W/m2",1953,-323.201026813408
"3.2.0","a61d64","ssp245","OHC","W/m2",1954,-320.910214363337
"3.2.0","a61d64","ssp245","OHC","W/m2",1955,-318.707432653246
"3.2.0","a61d64","ssp245","OHC","W/m2",1956,-316.923383790552
"3.2.0","a61d64","ssp245","OHC","W/m2",1957,-315.464756473723
"3.2.0","a61d64","ssp245","OHC","W/m2",1958,-313.819767270998
"3.2.0","a61d64","ssp245","OHC","W/m2",1959,-311.908031721033
"3.2.0","a61d64","ssp245","OHC","W/m2",1960,-309.99293550319
"3.2.0","a61d64","ssp245","OHC","W/m2",1961,-308.726737134136
"3.2.0","a61d64","ssp245","OHC","W/m2",1962,-309.02274455001
"3.2.0","a61d64","ssp245","OHC","W/m2",1963,-315.434015107185
"3.2.0","a61d64","ssp245","OHC","W/m2",1964,-325.866076315807
"3.2.0","a61d64","ssp245","OHC","W/m2",1965,-332.464497838021
"3.2.0","a61d64","ssp245","OHC","W/m2",1966,-333.194411583324
"3.2.0","a61d64","ssp245","OHC","W/m2",1967,-331.864635056755
"3.2.0","a61d64","ssp245","OHC","W/m2",1968,-331.016736637032
"3.2.0","a61d64","ssp245","OHC","W/m2",1969,-328.894150253369
"3.2.0","a61d64","ssp245","OHC","W/m2",1970,-326.248801802202
"3.2.0","a61d64","ssp245","OHC","W/m2",1971,-324.29521926737
"3.2.0","a61d64","ssp245","OHC","W/m2",1972,-322.398394450149
"3.2.0","a61d64","ssp245","OHC","W/m2",1973,-319.116128958714
"3.2.0","a61d64","ssp245","OHC","W/m2",1974,-314.986833660964
"3.2.0","a61d64","ssp245","OHC","W/m2",1975,-312.678863761625
"3.2.0","a61d64","ssp245","OHC","W/m2",1976,-310.496465390339
"3.2.0","a61d64","ssp245","OHC","W/m2",1977,-305.841603562628
"3.2.0","a61d64","ssp245","OHC","W/m2",1978,-299.972564514134
"3.2.0","a61d64","ssp245","OHC","W/m2",1979,-293.690197667949
"3.2.0","a61d64","ssp245","OHC","W/m2",1980,-287.474546350788
"3.2.0","a61d64","ssp245","OHC","W/m2",1981,-281.207943022957
"3.2.0","a61d64","ssp245","OHC","W/m2",1982,-276.37425108734
"3.2.0","a61d64","ssp245","OHC","W/m2",1983,-276.173152226978
"3.2.0","a61d64","ssp245","OHC","W/m2",1984,-275.565715528719
"3.2.0","a61d64","ssp245","OHC","W/m2",1985,-269.754875311918
"3.2.0","a61d64","ssp245","OHC","W/m2",1986,-261.841308222192
"3.2.0","a61d64","ssp245","OHC","W/m2",1987,-253.23395400413
"3.2.0","a61d64","ssp245","OHC","W/m2",1988,-243.741740337533
"3.2.0","a61d64","ssp245","OHC","W/m2",1989,-233.373833330221
"3.2.0","a61d64","ssp245","OHC","W/m2",1990,-222.618563954039
"3.2.0","a61d64","ssp245","OHC","W/m2",1991,-216.155655778999
"3.2.0","a61d64","ssp245","OHC","W/m2",1992,-221.834555479482
"3.2.0","a61d64","ssp245","OHC","W/m2",1993,-228.622937692084
"3.2.0","a61d64","ssp245","OHC","W/m2",1994,-223.406912600315
"3.2.0","a61d64","ssp245","OHC","W/m2",1995,-211.085125916017
"3.2.0","a61d64","ssp245","OHC","W/m2",1996,-196.495886589219
"3.2.0","a61d64","ssp245","OHC","W/m2",1997,-182.177740133915
"3.2.0","a61d64","ssp245","OHC","W/m2",1998,-168.459797838781
"3.2.0","a61d64","ssp245","OHC","W/m2",1999,-153.727640671865
"3.2.0","a61d64","ssp245","OHC","W/m2",2000,-138.071240111206
"3.2.0","a61d64","ssp245","OHC","W/m2",2001,-122.45562398498
"3.2.0","a61d64","ssp245","OHC","W/m2",2002,-107.505431486629
"3.2.0","a61d64","ssp245","OHC","W/m2",2003,-93.4211224507556
"3.2.0","a61d64","ssp245","OHC","W/m2",2004,-79.4831434383511
"3.2.0","a61d64","ssp245","OHC","W/m2",2005,-65.629960356345
"3.2.0","a61d64","ssp245","OHC","W/m2",2006,-52.2932597712472
"3.2.0","a61d64","ssp245","OHC","W/m2",2007,-38.7768352237762
"3.2.0","a61d64","ssp245","OHC","W/m2",2008,-24.3577970251562
"3.2.0","a61d64","ssp245","OHC","W/m2",2009,-9.32166468264273
"3.2.0","a61d64","ssp245","OHC","W/m2",2010,6.10655274201741
"3.2.0","a61d64","ssp245","OHC","W/m2",2011,21.8048709858552
"3.2.0","a61d64","ssp245","OHC","W/m2",2012,37.6272091729041
"3.2.0","a61d64","ssp245","OHC","W/m2",2013,54.0683650324589
"3.2.0","a61d64","ssp245","OHC","W/m2",2014,70.7725191259319
"3.2.0","a61d64","ssp245","OHC","W/m2",2015,88.1872569075135
"3.5.0",NA,"ssp245","OHC","W/m2",1750,-387.878747609922
"3.5.0",NA,"ssp245","OHC","W/m2",1751,-386.54796696223
"3.5.0",NA,"ssp245","OHC","W/m2",1752,-383.964316138862
"3.5.0",NA,"ssp245","OHC","W/m2",1753,-381.563725837836
"3.5.0",NA,"ssp245","OHC","W/m2",1754,-379.420539328479
"3.5.0",NA,"ssp245","OHC","W/m2",1755,-377.612078972695
"3.5.0",NA,"ssp245","OHC","W/m2",1756,-377.596449129205
"3.5.0",NA,"ssp245","OHC","W/m2",1757,-378.237003113782
"3.5.0",NA,"ssp245","OHC","W/m2",1758,-377.371617516681
"3.5.0",NA,"ssp245","OHC","W/m2",1759,-375.773446382683
"3.5.0",NA,"ssp245","OHC","W/m2",1760,-374.058611197453
"3.5.0",NA,"ssp245","OHC","W/m2",1761,-372.371389714726
"3.5.0",NA,"ssp245","OHC","W/m2",1762,-376.995000755787
"3.5.0",NA,"ssp245","OHC","W/m2",1763,-385.493993696078
"3.5.0",NA,"ssp245","OHC","W/m2",1764,-388.470471920713
"3.5.0",NA,"ssp245","OHC","W/m2",1765,-387.342818972236
"3.5.0",NA,"ssp245","OHC","W/m2",1766,-387.30617453326
"3.5.0",NA,"ssp245","OHC","W/m2",1767,-389.605361256631
"3.5.0",NA,"ssp245","OHC","W/m2",1768,-390.409324251536
"3.5.0",NA,"ssp245","OHC","W/m2",1769,-388.708309260338
"3.5.0",NA,"ssp245","OHC","W/m2",1770,-387.076464551688
"3.5.0",NA,"ssp245","OHC","W/m2",1771,-385.844069633203
"3.5.0",NA,"ssp245","OHC","W/m2",1772,-383.848399609821
"3.5.0",NA,"ssp245","OHC","W/m2",1773,-381.407677318784
"3.5.0",NA,"ssp245","OHC","W/m2",1774,-379.053353649717
"3.5.0",NA,"ssp245","OHC","W/m2",1775,-376.848171132965
"3.5.0",NA,"ssp245","OHC","W/m2",1776,-374.701853982717
"3.5.0",NA,"ssp245","OHC","W/m2",1777,-372.687228257011
"3.5.0",NA,"ssp245","OHC","W/m2",1778,-370.840035254231
"3.5.0",NA,"ssp245","OHC","W/m2",1779,-369.088460641627
"3.5.0",NA,"ssp245","OHC","W/m2",1780,-367.447556646581
"3.5.0",NA,"ssp245","OHC","W/m2",1781,-365.892519234342
"3.5.0",NA,"ssp245","OHC","W/m2",1782,-364.35267054594
"3.5.0",NA,"ssp245","OHC","W/m2",1783,-375.302846373161
"3.5.0",NA,"ssp245","OHC","W/m2",1784,-410.70158562242
