"version","commit","scenario","variable","units","year","value"
"3.5.0",NA,"ssp245","OHC","W/m2",1785,-441.247632772075
"3.5.0",NA,"ssp245","OHC","W/m2",1786,-448.579864207941
"3.5.0",NA,"ssp245","OHC","W/m2",1787,-446.77376565345
"3.5.0",NA,"ssp245","OHC","W/m2",1788,-441.481662953087
"3.5.0",NA,"ssp245","OHC","W/m2",1789,-435.278539284661
"3.5.0",NA,"ssp245","OHC","W/m2",1790,-429.278387478298
"3.5.0",NA,"ssp245","OHC","W/m2",1791,-423.779303007812
"3.5.0",NA,"ssp245","OHC","W/m2",1792,-418.770308881306
"3.5.0",NA,"ssp245","OHC","W/m2",1793,-414.256894102924
"3.5.0",NA,"ssp245","OHC","W/m2",1794,-410.279518745372
"3.5.0",NA,"ssp245","OHC","W/m2",1795,-406.698820848821
"3.5.0",NA,"ssp245","OHC","W/m2",1796,-404.235800807272
"3.5.0",NA,"ssp245","OHC","W/m2",1797,-403.530771099441
"3.5.0",NA,"ssp245","OHC","W/m2",1798,-402.874611933193
"3.5.0",NA,"ssp245","OHC","W/m2",1799,-400.961040352638
"3.5.0",NA,"ssp245","OHC","W/m2",1800,-398.37936291786
"3.5.0",NA,"ssp245","OHC","W/m2",1801,-395.660801153389
"3.5.0",NA,"ssp245","OHC","W/m2",1802,-392.9846454193
"3.5.0",NA,"ssp245","OHC","W/m2",1803,-390.40196463893
"3.5.0",NA,"ssp245","OHC","W/m2",1804,-387.867301410783
"3.5.0",NA,"ssp245","OHC","W/m2",1805,-385.475884699108
"3.5.0",NA,"ssp245","OHC","W/m2",1806,-383.217901558983
"3.5.0",NA,"ssp245","OHC","W/m2",1807,-381.034035242832
"3.5.0",NA,"ssp245","OHC","W/m2",1808,-379.013392098859
"3.5.0",NA,"ssp245","OHC","W/m2",1809,-401.759149321256
"3.5.0",NA,"ssp245","OHC","W/m2",1810,-439.827254021325
"3.5.0",NA,"ssp245","OHC","W/m2",1811,-456.40601868534
"3.5.0",NA,"ssp245","OHC","W/m2",1812,-456.203890704225
"3.5.0",NA,"ssp245","OHC","W/m2",1813,-450.543306076752
"3.5.0",NA,"ssp245","OHC","W/m2",1814,-443.839395502644
"3.5.0",NA,"ssp245","OHC","W/m2",1815,-461.817440096279
"3.5.0",NA,"ssp245","OHC","W/m2",1816,-509.601526789718
"3.5.0",NA,"ssp245","OHC","W/m2",1817,-541.170621895473
"3.5.0",NA,"ssp245","OHC","W/m2",1818,-543.129061704532
"3.5.0",NA,"ssp245","OHC","W/m2",1819,-534.663155425077
"3.5.0",NA,"ssp245","OHC","W/m2",1820,-523.824865748245
"3.5.0",NA,"ssp245","OHC","W/m2",1821,-513.957014099155
"3.5.0",NA,"ssp245","OHC","W/m2",1822,-505.727334598082
"3.5.0",NA,"ssp245","OHC","W/m2",1823,-500.792984360618
"3.5.0",NA,"ssp245","OHC","W/m2",1824,-497.098501785671
"3.5.0",NA,"ssp245","OHC","W/m2",1825,-491.266533087953
"3.5.0",NA,"ssp245","OHC","W/m2",1826,-484.693140525478
"3.5.0",NA,"ssp245","OHC","W/m2",1827,-478.232785336811
"3.5.0",NA,"ssp245","OHC","W/m2",1828,-472.26758686268
"3.5.0",NA,"ssp245","OHC","W/m2",1829,-466.771232099137
"3.5.0",NA,"ssp245","OHC","W/m2",1830,-461.647581837015
"3.5.0",NA,"ssp245","OHC","W/m2",1831,-473.703420087579
"3.5.0",NA,"ssp245","OHC","W/m2",1832,-496.257770847055
"3.5.0",NA,"ssp245","OHC","W/m2",1833,-504.317379570135
"3.5.0",NA,"ssp245","OHC","W/m2",1834,-501.429475751452
"3.5.0",NA,"ssp245","OHC","W/m2",1835,-507.440378713356
"3.5.0",NA,"ssp245","OHC","W/m2",1836,-520.309520950985
"3.5.0",NA,"ssp245","OHC","W/m2",1837,-522.666780505936
"3.5.0",NA,"ssp245","OHC","W/m2",1838,-517.320938727851
"3.5.0",NA,"ssp245","OHC","W/m2",1839,-509.798328463255
"3.5.0",NA,"ssp245","OHC","W/m2",1840,-502.137024283847
"3.5.0",NA,"ssp245","OHC","W/m2",1841,-494.962032988729
"3.5.0",NA,"ssp245","OHC","W/m2",1842,-488.360372497351
"3.5.0",NA,"ssp245","OHC","W/m2",1843,-482.233284792535
"3.5.0",NA,"ssp245","OHC","W/m2",1844,-476.490370729219
"3.5.0",NA,"ssp245","OHC","W/m2",1845,-471.179604079381
"3.5.0",NA,"ssp245","OHC","W/m2",1846,-467.483890875028
"3.5.0",NA,"ssp245","OHC","W/m2",1847,-464.83746922112
"3.5.0",NA,"ssp245","OHC","W/m2",1848,-461.434319215152
"3.5.0",NA,"ssp245","OHC","W/m2",1849,-457.428862169446
"3.5.0",NA,"ssp245","OHC","W/m2",1850,-453.313633596023
"3.5.0",NA,"ssp245","OHC","W/m2",1851,-449.238106275051
"3.5.0",NA,"ssp245","OHC","W/m2",1852,-445.242758719457
"3.5.0",NA,"ssp245","OHC","W/m2",1853,-442.558846126168
"3.5.0",NA,"ssp245","OHC","W/m2",1854,-441.376441916765
"3.5.0",NA,"ssp245","OHC","W/m2",1855,-439.478486920081
"3.5.0",NA,"ssp245","OHC","W/m2",1856,-436.553747924326
"3.5.0",NA,"ssp245","OHC","W/m2",1857,-434.806879561608
"3.5.0",NA,"ssp245","OHC","W/m2",1858,-433.314494282
"3.5.0",NA,"ssp245","OHC","W/m2",1859,-430.428641348831
"3.5.0",NA,"ssp245","OHC","W/m2",1860,-427.005341026726
"3.5.0",NA,"ssp245","OHC","W/m2",1861,-423.952467415414
"3.5.0",NA,"ssp245","OHC","W/m2",1862,-426.515980613344
"3.5.0",NA,"ssp245","OHC","W/m2",1863,-431.253809079472
"3.5.0",NA,"ssp245","OHC","W/m2",1864,-430.825424536223
"3.5.0",NA,"ssp245","OHC","W/m2",1865,-427.528083395705
"3.5.0",NA,"ssp245","OHC","W/m2",1866,-423.446472672718
"3.5.0",NA,"ssp245","OHC","W/m2",1867,-419.305227454223
"3.5.0",NA,"ssp245","OHC","W/m2",1868,-415.404992827979
"3.5.0",NA,"ssp245","OHC","W/m2",1869,-411.689879578152
"3.5.0",NA,"ssp245","OHC","W/m2",1870,-408.1407363794
"3.5.0",NA,"ssp245","OHC","W/m2",1871,-404.727347010492
"3.5.0",NA,"ssp245","OHC","W/m2",1872,-401.379245218316
"3.5.0",NA,"ssp245","OHC","W/m2",1873,-399.642298969677
"3.5.0",NA,"ssp245","OHC","W/m2",1874,-398.591280426888
"3.5.0",NA,"ssp245","OHC","W/m2",1875,-396.494032226447
"3.5.0",NA,"ssp245","OHC","W/m2",1876,-394.175559625248
"3.5.0",NA,"ssp245","OHC","W/m2",1877,-391.576792586073
"3.5.0",NA,"ssp245","OHC","W/m2",1878,-388.664591732444
"3.5.0",NA,"ssp245","OHC","W/m2",1879,-385.765170803111
"3.5.0",NA,"ssp245","OHC","W/m2",1880,-383.256745118877
"3.5.0",NA,"ssp245","OHC","W/m2",1881,-381.09644682694
"3.5.0",NA,"ssp245","OHC","W/m2",1882,-378.703712201109
"3.5.0",NA,"ssp245","OHC","W/m2",1883,-379.597062141887
"3.5.0",NA,"ssp245","OHC","W/m2",1884,-394.144534752947
"3.5.0",NA,"ssp245","OHC","W/m2",1885,-409.595785541305
"3.5.0",NA,"ssp245","OHC","W/m2",1886,-411.699782909462
"3.5.0",NA,"ssp245","OHC","W/m2",1887,-409.201670718185
"3.5.0",NA,"ssp245","OHC","W/m2",1888,-405.50821059514
"3.5.0",NA,"ssp245","OHC","W/m2",1889,-400.762711888301
"3.5.0",NA,"ssp245","OHC","W/m2",1890,-396.914659037364
"3.5.0",NA,"ssp245","OHC","W/m2",1891,-395.414759045578
"3.5.0",NA,"ssp245","OHC","W/m2",1892,-393.883012848617
"3.5.0",NA,"ssp245","OHC","W/m2",1893,-390.392222683294
"3.5.0",NA,"ssp245","OHC","W/m2",1894,-386.394388020067
"3.5.0",NA,"ssp245","OHC","W/m2",1895,-382.673994944053
"3.5.0",NA,"ssp245","OHC","W/m2",1896,-379.152834866199
"3.5.0",NA,"ssp245","OHC","W/m2",1897,-375.873517922213
"3.5.0",NA,"ssp245","OHC","W/m2",1898,-372.833047878278
"3.5.0",NA,"ssp245","OHC","W/m2",1899,-370.067712485756
"3.5.0",NA,"ssp245","OHC","W/m2",1900,-367.548713797973
"3.5.0",NA,"ssp245","OHC","W/m2",1901,-365.105023666668
"3.5.0",NA,"ssp245","OHC","W/m2",1902,-363.405058553725
"3.5.0",NA,"ssp245","OHC","W/m2",1903,-367.999907774649
"3.5.0",NA,"ssp245","OHC","W/m2",1904,-374.621952573226
"3.5.0",NA,"ssp245","OHC","W/m2",1905,-375.243835484437
"3.5.0",NA,"ssp245","OHC","W/m2",1906,-372.682234411443
"3.5.0",NA,"ssp245","OHC","W/m2",1907,-370.528947935791
"3.5.0",NA,"ssp245","OHC","W/m2",1908,-368.881777686849
"3.5.0",NA,"ssp245","OHC","W/m2",1909,-366.303804862568
"3.5.0",NA,"ssp245","OHC","W/m2",1910,-363.503830299177
"3.5.0",NA,"ssp245","OHC","W/m2",1911,-360.826593003327
"3.5.0",NA,"ssp245","OHC","W/m2",1912,-361.239494836148
"3.5.0",NA,"ssp245","OHC","W/m2",1913,-365.132168590529
"3.5.0",NA,"ssp245","OHC","W/m2",1914,-366.724691078846
"3.5.0",NA,"ssp245","OHC","W/m2",1915,-364.543312861217
"3.5.0",NA,"ssp245","OHC","W/m2",1916,-361.288216172051
"3.5.0",NA,"ssp245","OHC","W/m2",1917,-358.235094924665
"3.5.0",NA,"ssp245","OHC","W/m2",1918,-355.37503727268
"3.5.0",NA,"ssp245","OHC","W/m2",1919,-352.229422150165
"3.5.0",NA,"ssp245","OHC","W/m2",1920,-349.027860969526
"3.5.0",NA,"ssp245","OHC","W/m2",1921,-345.688843367456
"3.5.0",NA,"ssp245","OHC","W/m2",1922,-342.780328877972
"3.5.0",NA,"ssp245","OHC","W/m2",1923,-340.854980161954
"3.5.0",NA,"ssp245","OHC","W/m2",1924,-338.519630522223
"3.5.0",NA,"ssp245","OHC","W/m2",1925,-335.644320298088
"3.5.0",NA,"ssp245","OHC","W/m2",1926,-332.835868781035
"3.5.0",NA,"ssp245","OHC","W/m2",1927,-330.249520817016
"3.5.0",NA,"ssp245","OHC","W/m2",1928,-328.002185765965
"3.5.0",NA,"ssp245","OHC","W/m2",1929,-327.145422608832
"3.5.0",NA,"ssp245","OHC","W/m2",1930,-326.05729052851
"3.5.0",NA,"ssp245","OHC","W/m2",1931,-323.029518720142
"3.5.0",NA,"ssp245","OHC","W/m2",1932,-320.286849184376
"3.5.0",NA,"ssp245","OHC","W/m2",1933,-317.661622248554
"3.5.0",NA,"ssp245","OHC","W/m2",1934,-314.43038213748
"3.5.0",NA,"ssp245","OHC","W/m2",1935,-311.418011003965
"3.5.0",NA,"ssp245","OHC","W/m2",1936,-308.815410184032
"3.5.0",NA,"ssp245","OHC","W/m2",1937,-306.589557448239
"3.5.0",NA,"ssp245","OHC","W/m2",1938,-304.208274305837
"3.5.0",NA,"ssp245","OHC","W/m2",1939,-301.746471116599
"3.5.0",NA,"ssp245","OHC","W/m2",1940,-299.687985094423
"3.5.0",NA,"ssp245","OHC","W/m2",1941,-297.863600674402
"3.5.0",NA,"ssp245","OHC","W/m2",1942,-296.154276299668
"3.5.0",NA,"ssp245","OHC","W/m2",1943,-294.442448445126
"3.5.0",NA,"ssp245","OHC","W/m2",1944,-292.542239375194
"3.5.0",NA,"ssp245","OHC","W/m2",1945,-290.059136871325
"3.5.0",NA,"ssp245","OHC","W/m2",1946,-287.035367890504
"3.5.0",NA,"ssp245","OHC","W/m2",1947,-284.262738945895
"3.5.0",NA,"ssp245","OHC","W/m2",1948,-281.935955194388
"3.5.0",NA,"ssp245","OHC","W/m2",1949,-279.631155062011
"3.5.0",NA,"ssp245","OHC","W/m2",1950,-277.60875249926
"3.5.0",NA,"ssp245","OHC","W/m2",1951,-275.863934436089
"3.5.0",NA,"ssp245","OHC","W/m2",1952,-274.03808287849
"3.5.0",NA,"ssp245","OHC","W/m2",1953,-272.226371871957
"3.5.0",NA,"ssp245","OHC","W/m2",1954,-270.302097135267
"3.5.0",NA,"ssp245","OHC","W/m2",1955,-268.453979971526
"3.5.0",NA,"ssp245","OHC","W/m2",1956,-266.996204939153
"3.5.0",NA,"ssp245","OHC","W/m2",1957,-265.824426088501
"3.5.0",NA,"ssp245","OHC","W/m2",1958,-264.444808437102
"3.5.0",NA,"ssp245","OHC","W/m2",1959,-262.814128427975
"3.5.0",NA,"ssp245","OHC","W/m2",1960,-261.226985522897
"3.5.0",NA,"ssp245","OHC","W/m2",1961,-260.35509436633
"3.5.0",NA,"ssp245","OHC","W/m2",1962,-261.046315574927
"3.5.0",NA,"ssp245","OHC","W/m2",1963,-267.69813910221
"3.5.0",NA,"ssp245","OHC","W/m2",1964,-278.033070181928
"3.5.0",NA,"ssp245","OHC","W/m2",1965,-284.249417027574
"3.5.0",NA,"ssp245","OHC","W/m2",1966,-284.590558131061
"3.5.0",NA,"ssp245","OHC","W/m2",1967,-283.032933142191
"3.5.0",NA,"ssp245","OHC","W/m2",1968,-282.065445614349
"3.5.0",NA,"ssp245","OHC","W/m2",1969,-279.858897871273
"3.5.0",NA,"ssp245","OHC","W/m2",1970,-277.175469228407
"3.5.0",NA,"ssp245","OHC","W/m2",1971,-275.207611907723
"3.5.0",NA,"ssp245","OHC","W/m2",1972,-273.317761496395
"3.5.0",NA,"ssp245","OHC","W/m2",1973,-270.107016036786
"3.5.0",NA,"ssp245","OHC","W/m2",1974,-266.158466385182
"3.5.0",NA,"ssp245","OHC","W/m2",1975,-264.100428236919
"3.5.0",NA,"ssp245","OHC","W/m2",1976,-262.156477607953
"3.5.0",NA,"ssp245","OHC","W/m2",1977,-257.761831010865
"3.5.0",NA,"ssp245","OHC","W/m2",1978,-252.243164745407
"3.5.0",NA,"ssp245","OHC","W/m2",1979,-246.402724281219
"3.5.0",NA,"ssp245","OHC","W/m2",1980,-240.704225203721
"3.5.0",NA,"ssp245","OHC","W/m2",1981,-235.003898870465
"3.5.0",NA,"ssp245","OHC","W/m2",1982,-230.782384073695
"3.5.0",NA,"ssp245","OHC","W/m2",1983,-231.152960889797
"3.5.0",NA,"ssp245","OHC","W/m2",1984,-230.97687157088
"3.5.0",NA,"ssp245","OHC","W/m2",1985,-225.589742705597
"3.5.0",NA,"ssp245","OHC","W/m2",1986,-218.251179951894
"3.5.0",NA,"ssp245","OHC","W/m2",1987,-210.370894773151
"3.5.0",NA,"ssp245","OHC","W/m2",1988,-201.748320033618
"3.5.0",NA,"ssp245","OHC","W/m2",1989,-192.391372990285
"3.5.0",NA,"ssp245","OHC","W/m2",1990,-182.780200056706
"3.5.0",NA,"ssp245","OHC","W/m2",1991,-177.581869869939
"3.5.0",NA,"ssp245","OHC","W/m2",1992,-184.36865003051
"3.5.0",NA,"ssp245","OHC","W/m2",1993,-191.818796675655
"3.5.0",NA,"ssp245","OHC","W/m2",1994,-187.133090672252
"3.5.0",NA,"ssp245","OHC","W/m2",1995,-175.639136809326
"3.5.0",NA,"ssp245","OHC","W/m2",1996,-162.237499267372
"3.5.0",NA,"ssp245","OHC","W/m2",1997,-149.461085822637
"3.5.0",NA,"ssp245","OHC","W/m2",1998,-137.543772849575
"3.5.0",NA,"ssp245","OHC","W/m2",1999,-124.743328343658
"3.5.0",NA,"ssp245","OHC","W/m2",2000,-111.162726665682
"3.5.0",NA,"ssp245","OHC","W/m2",2001,-97.7968159627297
"3.5.0",NA,"ssp245","OHC","W/m2",2002,-85.2625484857872
"3.5.0",NA,"ssp245","OHC","W/m2",2003,-73.7199042825962
"3.5.0",NA,"ssp245","OHC","W/m2",2004,-62.4335268228583
"3.5.0",NA,"ssp245","OHC","W/m2",2005,-51.3669059017272
"3.5.0",NA,"ssp245","OHC","W/m2",2006,-40.9539949015969
"3.5.0",NA,"ssp245","OHC","W/m2",2007,-30.4517926824358
"3.5.0",NA,"ssp245","OHC","W/m2",2008,-19.0965527246177
"3.5.0",NA,"ssp245","OHC","W/m2",2009,-7.22007753701081
"3.5.0",NA,"ssp245","OHC","W/m2",2010,4.91366379699537
"3.5.0",NA,"ssp245","OHC","W/m2",2011,17.2038776981895
"3.5.0",NA,"ssp245","OHC","W/m2",2012,29.4922752676599
"3.5.0",NA,"ssp245","OHC","W/m2",2013,42.2733217059449
"3.5.0",NA,"ssp245","OHC","W/m2",2014,55.206185278599
"3.5.0",NA,"ssp245","OHC","W/m2",2015,68.6469395698567
