"model","scenario","ensemble","year","variable","value"
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2097,"land_tas",4.71717745098039
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2098,"global_tas",4.03323789901117
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2098,"sst",2.81143069855784
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2098,"land_tas",5.04935745098038
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2099,"global_tas",3.98380423030903
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2099,"sst",2.78430169855784
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2099,"land_tas",4.85100745098038
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2100,"global_tas",4.0131682532791
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2100,"sst",2.79598969855784
"HadGEM3-GC31-LL","ssp245","r1i1p1f3",2100,"land_tas",4.97126745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2015,"global_tas",1.26624671553475
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2015,"sst",0.893389498557843
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2015,"land_tas",1.34318745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2016,"global_tas",1.47625006949443
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2016,"sst",0.982582298557843
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2016,"land_tas",1.73588745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2017,"global_tas",1.40153123184842
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2017,"sst",0.922853898557843
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2017,"land_tas",1.55283745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2018,"global_tas",1.4356387747975
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2018,"sst",0.960246898557843
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2018,"land_tas",1.56160745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2019,"global_tas",1.36811236544509
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2019,"sst",0.937464698557843
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2019,"land_tas",1.54386745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2020,"global_tas",1.51071360211404
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2020,"sst",0.997539798557843
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2020,"land_tas",1.84840745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2021,"global_tas",1.50629775724349
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2021,"sst",1.00464619855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2021,"land_tas",1.80778745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2022,"global_tas",1.42293701645588
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2022,"sst",1.00021319855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2022,"land_tas",1.70258745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2023,"global_tas",1.57391819173398
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2023,"sst",1.02814559855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2023,"land_tas",1.99104745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2024,"global_tas",1.65650733741404
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2024,"sst",1.10094569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2024,"land_tas",1.98786745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2025,"global_tas",1.80787410272239
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2025,"sst",1.20718869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2025,"land_tas",2.11695745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2026,"global_tas",1.94779988202964
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2026,"sst",1.25477369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2026,"land_tas",2.43890745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2027,"global_tas",1.74918139833653
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2027,"sst",1.23298769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2027,"land_tas",1.89936745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2028,"global_tas",1.96421747699321
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2028,"sst",1.34012369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2028,"land_tas",2.30530745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2029,"global_tas",2.1139357052524
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2029,"sst",1.42590269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2029,"land_tas",2.57423745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2030,"global_tas",1.95070167528468
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2030,"sst",1.32886269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2030,"land_tas",2.30357745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2031,"global_tas",1.98404319626661
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2031,"sst",1.35426069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2031,"land_tas",2.40140745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2032,"global_tas",2.01738099151567
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2032,"sst",1.31970269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2032,"land_tas",2.48870745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2033,"global_tas",2.00464449370338
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2033,"sst",1.38243769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2033,"land_tas",2.27885745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2034,"global_tas",2.2188962132808
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2034,"sst",1.57546569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2034,"land_tas",2.55915745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2035,"global_tas",2.42631948266546
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2035,"sst",1.63407769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2035,"land_tas",2.99656745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2036,"global_tas",2.43747961374703
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2036,"sst",1.63140269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2036,"land_tas",3.01540745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2037,"global_tas",2.42261753065719
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2037,"sst",1.62161369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2037,"land_tas",3.02230745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2038,"global_tas",2.43304903750038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2038,"sst",1.65693969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2038,"land_tas",2.92637745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2039,"global_tas",2.60938904813224
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2039,"sst",1.79847969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2039,"land_tas",3.16663745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2040,"global_tas",2.73548288238095
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2040,"sst",1.88911569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2040,"land_tas",3.47575745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2041,"global_tas",2.61879465175076
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2041,"sst",1.82309069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2041,"land_tas",3.18730745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2042,"global_tas",2.6217169048723
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2042,"sst",1.78308969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2042,"land_tas",3.17793745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2043,"global_tas",2.60139670796298
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2043,"sst",1.82405969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2043,"land_tas",3.08820745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2044,"global_tas",2.76712287898954
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2044,"sst",1.89482169855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2044,"land_tas",3.45634745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2045,"global_tas",2.80899104818428
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2045,"sst",1.96144569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2045,"land_tas",3.45320745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2046,"global_tas",3.02910245844311
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2046,"sst",2.04342669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2046,"land_tas",3.82423745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2047,"global_tas",2.95574862886662
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2047,"sst",2.06273369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2047,"land_tas",3.56710745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2048,"global_tas",3.01930050176674
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2048,"sst",2.11960569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2048,"land_tas",3.64387745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2049,"global_tas",3.011729839552
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2049,"sst",2.07847369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2049,"land_tas",3.77247745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2050,"global_tas",3.02429747850681
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2050,"sst",2.12193269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2050,"land_tas",3.62095745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2051,"global_tas",3.27334554727872
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2051,"sst",2.28815669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2051,"land_tas",4.12476745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2052,"global_tas",3.23110073980945
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2052,"sst",2.21690369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2052,"land_tas",4.03977745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2053,"global_tas",3.15085827250579
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2053,"sst",2.18032969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2053,"land_tas",3.76337745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2054,"global_tas",3.33319184774371
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2054,"sst",2.29962169855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2054,"land_tas",4.06773745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2055,"global_tas",3.50761439049035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2055,"sst",2.42776569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2055,"land_tas",4.37202745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2056,"global_tas",3.73202450385298
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2056,"sst",2.56653269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2056,"land_tas",4.69862745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2057,"global_tas",3.63183643453578
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2057,"sst",2.49131469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2057,"land_tas",4.53690745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2058,"global_tas",3.57691579080682
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2058,"sst",2.50819869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2058,"land_tas",4.36430745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2059,"global_tas",3.86163760227993
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2059,"sst",2.67621169855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2059,"land_tas",4.92542745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2060,"global_tas",3.70977854400468
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2060,"sst",2.58405669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2060,"land_tas",4.51243745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2061,"global_tas",3.78846446389684
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2061,"sst",2.66187169855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2061,"land_tas",4.62122745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2062,"global_tas",3.95417831393638
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2062,"sst",2.75204769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2062,"land_tas",4.89655745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2063,"global_tas",3.90504475975376
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2063,"sst",2.72998069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2063,"land_tas",4.76392745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2064,"global_tas",4.07957686280042
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2064,"sst",2.82163869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2064,"land_tas",5.14423745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2065,"global_tas",4.17323840054416
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2065,"sst",2.87419869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2065,"land_tas",5.19752745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2066,"global_tas",4.14667617130067
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2066,"sst",2.84953569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2066,"land_tas",5.19303745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2067,"global_tas",4.19261113770312
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2067,"sst",2.83933669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2067,"land_tas",5.27880745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2068,"global_tas",4.29000158753587
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2068,"sst",2.93146969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2068,"land_tas",5.36988745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2069,"global_tas",4.37958913160548
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2069,"sst",2.98551669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2069,"land_tas",5.58350745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2070,"global_tas",4.52226101702109
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2070,"sst",3.12471269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2070,"land_tas",5.66907745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2071,"global_tas",4.63890092017397
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2071,"sst",3.19432069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2071,"land_tas",5.92030745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2072,"global_tas",4.5726493704592
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2072,"sst",3.15705369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2072,"land_tas",5.71467745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2073,"global_tas",4.81216914669983
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2073,"sst",3.36474869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2073,"land_tas",6.08848745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2074,"global_tas",4.85862054257325
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2074,"sst",3.35359969855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2074,"land_tas",6.24378745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2075,"global_tas",4.9861910152913
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2075,"sst",3.45660069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2075,"land_tas",6.38282745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2076,"global_tas",4.99203681978497
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2076,"sst",3.42497769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2076,"land_tas",6.45643745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2077,"global_tas",4.86132895600781
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2077,"sst",3.41680769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2077,"land_tas",6.05506745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2078,"global_tas",5.1092666160593
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2078,"sst",3.56259869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2078,"land_tas",6.51508745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2079,"global_tas",5.2842366984035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2079,"sst",3.70468069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2079,"land_tas",6.78420745098038
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2080,"global_tas",5.19537035916352
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2080,"sst",3.63023469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2080,"land_tas",6.57502745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2081,"global_tas",5.45577311172991
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2081,"sst",3.81399569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2081,"land_tas",7.05210745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2082,"global_tas",5.35044685848339
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2082,"sst",3.76576469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2082,"land_tas",6.81666745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2083,"global_tas",5.4134247244159
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2083,"sst",3.78437169855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2083,"land_tas",6.83570745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2084,"global_tas",5.54730765308432
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2084,"sst",3.85779469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2084,"land_tas",6.98997745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2085,"global_tas",5.8910148294816
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2085,"sst",4.13617269855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2085,"land_tas",7.54682745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2086,"global_tas",5.88482721834009
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2086,"sst",4.11577569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2086,"land_tas",7.47306745098035
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2087,"global_tas",5.82791394530005
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2087,"sst",4.08173669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2087,"land_tas",7.23682745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2088,"global_tas",6.06987291919381
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2088,"sst",4.27039869855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2088,"land_tas",7.78553745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2089,"global_tas",6.21437839487487
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2089,"sst",4.36200069855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2089,"land_tas",8.10407745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2090,"global_tas",6.09997214028476
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2090,"sst",4.31384669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2090,"land_tas",7.76590745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2091,"global_tas",6.27363722207463
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2091,"sst",4.41268169855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2091,"land_tas",8.07053745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2092,"global_tas",6.3208553563129
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2092,"sst",4.48685769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2092,"land_tas",8.00380745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2093,"global_tas",6.5099523117758
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2093,"sst",4.60083769855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2093,"land_tas",8.49372745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2094,"global_tas",6.54434328332945
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2094,"sst",4.62975469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2094,"land_tas",8.46595745098034
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2095,"global_tas",6.59261548962411
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2095,"sst",4.67051569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2095,"land_tas",8.47865745098039
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2096,"global_tas",6.6599392269211
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2096,"sst",4.74111469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2096,"land_tas",8.4368474509804
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2097,"global_tas",6.86294793636205
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2097,"sst",4.89527469855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2097,"land_tas",8.86555745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2098,"global_tas",6.79650675498976
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2098,"sst",4.84524569855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2098,"land_tas",8.53013745098036
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2099,"global_tas",6.92537301167221
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2099,"sst",4.95493669855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2099,"land_tas",8.83002745098037
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2100,"global_tas",6.98310062313129
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2100,"sst",5.01991369855784
"HadGEM3-GC31-LL","ssp585","r1i1p1f3",2100,"land_tas",8.91053745098037
"MIROC-ES2L","ssp119","r10i1p1f2",1850,"global_tas",-0.142894462731249
"MIROC-ES2L","ssp119","r10i1p1f2",1850,"sst",-0.15131244842549
"MIROC-ES2L","ssp119","r10i1p1f2",1850,"land_tas",-0.194135882352953
"MIROC-ES2L","ssp119","r10i1p1f2",1851,"global_tas",-0.178983069742287
"MIROC-ES2L","ssp119","r10i1p1f2",1851,"sst",-0.11873504842549
"MIROC-ES2L","ssp119","r10i1p1f2",1851,"land_tas",-0.341135882352944
"MIROC-ES2L","ssp119","r10i1p1f2",1852,"global_tas",0.0776965716166842
"MIROC-ES2L","ssp119","r10i1p1f2",1852,"sst",0.0814181015745098
"MIROC-ES2L","ssp119","r10i1p1f2",1852,"land_tas",0.0371341176470423
"MIROC-ES2L","ssp119","r10i1p1f2",1853,"global_tas",0.266573048939449
"MIROC-ES2L","ssp119","r10i1p1f2",1853,"sst",0.15612165157451
"MIROC-ES2L","ssp119","r10i1p1f2",1853,"land_tas",0.477364117647028
"MIROC-ES2L","ssp119","r10i1p1f2",1854,"global_tas",0.105243743497851
"MIROC-ES2L","ssp119","r10i1p1f2",1854,"sst",0.0589140215745098
"MIROC-ES2L","ssp119","r10i1p1f2",1854,"land_tas",0.243914117647023
"MIROC-ES2L","ssp119","r10i1p1f2",1855,"global_tas",-0.0936576208161455
"MIROC-ES2L","ssp119","r10i1p1f2",1855,"sst",-0.0679314784254902
"MIROC-ES2L","ssp119","r10i1p1f2",1855,"land_tas",-0.192735882352963
"MIROC-ES2L","ssp119","r10i1p1f2",1856,"global_tas",-0.00217001902433367
"MIROC-ES2L","ssp119","r10i1p1f2",1856,"sst",-0.0090037287254902
"MIROC-ES2L","ssp119","r10i1p1f2",1856,"land_tas",-0.0537858823529405
"MIROC-ES2L","ssp119","r10i1p1f2",1857,"global_tas",0.045503228701989
"MIROC-ES2L","ssp119","r10i1p1f2",1857,"sst",0.0237801015745098
"MIROC-ES2L","ssp119","r10i1p1f2",1857,"land_tas",0.042064117647044
"MIROC-ES2L","ssp119","r10i1p1f2",1858,"global_tas",0.0101631465998366
"MIROC-ES2L","ssp119","r10i1p1f2",1858,"sst",0.0364296915745098
"MIROC-ES2L","ssp119","r10i1p1f2",1858,"land_tas",0.0326141176470287
"MIROC-ES2L","ssp119","r10i1p1f2",1859,"global_tas",0.00951145878832449
"MIROC-ES2L","ssp119","r10i1p1f2",1859,"sst",-0.0314750584254902
"MIROC-ES2L","ssp119","r10i1p1f2",1859,"land_tas",0.107264117647048
"MIROC-ES2L","ssp119","r10i1p1f2",1860,"global_tas",-0.137460503391367
"MIROC-ES2L","ssp119","r10i1p1f2",1860,"sst",-0.0839042284254902
"MIROC-ES2L","ssp119","r10i1p1f2",1860,"land_tas",-0.208385882352957
"MIROC-ES2L","ssp119","r10i1p1f2",1861,"global_tas",-0.156416739711347
"MIROC-ES2L","ssp119","r10i1p1f2",1861,"sst",-0.0764755584254902
"MIROC-ES2L","ssp119","r10i1p1f2",1861,"land_tas",-0.307235882352927
"MIROC-ES2L","ssp119","r10i1p1f2",1862,"global_tas",-0.0903452943686602
"MIROC-ES2L","ssp119","r10i1p1f2",1862,"sst",-0.0206986484254902
"MIROC-ES2L","ssp119","r10i1p1f2",1862,"land_tas",-0.14096588235293
"MIROC-ES2L","ssp119","r10i1p1f2",1863,"global_tas",0.015936258611589
"MIROC-ES2L","ssp119","r10i1p1f2",1863,"sst",0.0298363515745098
"MIROC-ES2L","ssp119","r10i1p1f2",1863,"land_tas",0.124534117647045
"MIROC-ES2L","ssp119","r10i1p1f2",1864,"global_tas",0.0514978016225882
