"model","scenario","ensemble","year","variable","value"
"CanESM5","ssp370","r10i1p1f1",1891,"sst",-0.0137631781045754
"CanESM5","ssp370","r10i1p1f1",1891,"land_tas",0.0635209803921271
"CanESM5","ssp370","r10i1p1f1",1892,"global_tas",-0.117574687941271
"CanESM5","ssp370","r10i1p1f1",1892,"sst",-0.0507182614379074
"CanESM5","ssp370","r10i1p1f1",1892,"land_tas",-0.216449019607865
"CanESM5","ssp370","r10i1p1f1",1893,"global_tas",-0.0692707866519413
"CanESM5","ssp370","r10i1p1f1",1893,"sst",-0.0363377614379096
"CanESM5","ssp370","r10i1p1f1",1893,"land_tas",-0.0481790196078578
"CanESM5","ssp370","r10i1p1f1",1894,"global_tas",0.106235767113048
"CanESM5","ssp370","r10i1p1f1",1894,"sst",0.033074071895424
"CanESM5","ssp370","r10i1p1f1",1894,"land_tas",0.144150980392112
"CanESM5","ssp370","r10i1p1f1",1895,"global_tas",0.0180860314710571
"CanESM5","ssp370","r10i1p1f1",1895,"sst",0.0408655718954237
"CanESM5","ssp370","r10i1p1f1",1895,"land_tas",-0.00962901960787121
"CanESM5","ssp370","r10i1p1f1",1896,"global_tas",0.0310867685735161
"CanESM5","ssp370","r10i1p1f1",1896,"sst",0.0387198218954233
"CanESM5","ssp370","r10i1p1f1",1896,"land_tas",-0.00840901960788187
"CanESM5","ssp370","r10i1p1f1",1897,"global_tas",-0.0415798780255159
"CanESM5","ssp370","r10i1p1f1",1897,"sst",-0.0143323447712403
"CanESM5","ssp370","r10i1p1f1",1897,"land_tas",-0.221749019607842
"CanESM5","ssp370","r10i1p1f1",1898,"global_tas",-0.0528790089354061
"CanESM5","ssp370","r10i1p1f1",1898,"sst",-0.0467496781045751
"CanESM5","ssp370","r10i1p1f1",1898,"land_tas",-0.231349019607876
"CanESM5","ssp370","r10i1p1f1",1899,"global_tas",0.0180949542543658
"CanESM5","ssp370","r10i1p1f1",1899,"sst",0.0880387385620907
"CanESM5","ssp370","r10i1p1f1",1899,"land_tas",-0.108949019607849
"CanESM5","ssp370","r10i1p1f1",1900,"global_tas",0.276691375719622
"CanESM5","ssp370","r10i1p1f1",1900,"sst",0.20560965522876
"CanESM5","ssp370","r10i1p1f1",1900,"land_tas",0.478530980392122
"CanESM5","ssp370","r10i1p1f1",1901,"global_tas",0.0554451945305914
"CanESM5","ssp370","r10i1p1f1",1901,"sst",0.042864405228759
"CanESM5","ssp370","r10i1p1f1",1901,"land_tas",-0.00282901960787285
"CanESM5","ssp370","r10i1p1f1",1902,"global_tas",0.0155944243360295
"CanESM5","ssp370","r10i1p1f1",1902,"sst",0.0764762385620907
"CanESM5","ssp370","r10i1p1f1",1902,"land_tas",-0.146509019607834
"CanESM5","ssp370","r10i1p1f1",1903,"global_tas",-0.019143616815029
"CanESM5","ssp370","r10i1p1f1",1903,"sst",0.0520967385620922
"CanESM5","ssp370","r10i1p1f1",1903,"land_tas",-0.120449019607861
"CanESM5","ssp370","r10i1p1f1",1904,"global_tas",-0.137546270644464
"CanESM5","ssp370","r10i1p1f1",1904,"sst",-0.0179121781045735
"CanESM5","ssp370","r10i1p1f1",1904,"land_tas",-0.404289019607859
"CanESM5","ssp370","r10i1p1f1",1905,"global_tas",-0.00828978673285974
"CanESM5","ssp370","r10i1p1f1",1905,"sst",0.0176399885620919
"CanESM5","ssp370","r10i1p1f1",1905,"land_tas",-0.032749019607877
"CanESM5","ssp370","r10i1p1f1",1906,"global_tas",0.106504365530157
"CanESM5","ssp370","r10i1p1f1",1906,"sst",0.0944467385620917
"CanESM5","ssp370","r10i1p1f1",1906,"land_tas",0.152020980392138
"CanESM5","ssp370","r10i1p1f1",1907,"global_tas",0.09945428990153
"CanESM5","ssp370","r10i1p1f1",1907,"sst",0.0999811552287576
"CanESM5","ssp370","r10i1p1f1",1907,"land_tas",0.121750980392164
"CanESM5","ssp370","r10i1p1f1",1908,"global_tas",-0.0843680031844087
"CanESM5","ssp370","r10i1p1f1",1908,"sst",0.0152544052287596
"CanESM5","ssp370","r10i1p1f1",1908,"land_tas",-0.168569019607844
"CanESM5","ssp370","r10i1p1f1",1909,"global_tas",-0.0627479962744246
"CanESM5","ssp370","r10i1p1f1",1909,"sst",-0.0209606781045755
"CanESM5","ssp370","r10i1p1f1",1909,"land_tas",-0.0115490196078554
"CanESM5","ssp370","r10i1p1f1",1910,"global_tas",-0.0706284523309364
"CanESM5","ssp370","r10i1p1f1",1910,"sst",-0.0180688447712426
"CanESM5","ssp370","r10i1p1f1",1910,"land_tas",-0.0941090196078562
"CanESM5","ssp370","r10i1p1f1",1911,"global_tas",0.0599729396373618
"CanESM5","ssp370","r10i1p1f1",1911,"sst",0.11881198856209
"CanESM5","ssp370","r10i1p1f1",1911,"land_tas",0.110270980392158
"CanESM5","ssp370","r10i1p1f1",1912,"global_tas",0.0832232810044502
"CanESM5","ssp370","r10i1p1f1",1912,"sst",0.0833741552287577
"CanESM5","ssp370","r10i1p1f1",1912,"land_tas",0.14095098039212
"CanESM5","ssp370","r10i1p1f1",1913,"global_tas",-0.0244301491891861
"CanESM5","ssp370","r10i1p1f1",1913,"sst",0.0146679885620921
"CanESM5","ssp370","r10i1p1f1",1913,"land_tas",0.00335098039215609
"CanESM5","ssp370","r10i1p1f1",1914,"global_tas",-0.0611506730744509
"CanESM5","ssp370","r10i1p1f1",1914,"sst",0.00896573856209325
"CanESM5","ssp370","r10i1p1f1",1914,"land_tas",-0.0574890196078854
"CanESM5","ssp370","r10i1p1f1",1915,"global_tas",-0.18969434012314
"CanESM5","ssp370","r10i1p1f1",1915,"sst",-0.108826928104577
"CanESM5","ssp370","r10i1p1f1",1915,"land_tas",-0.251519019607883
"CanESM5","ssp370","r10i1p1f1",1916,"global_tas",-0.117296133099217
"CanESM5","ssp370","r10i1p1f1",1916,"sst",0.00205823856209275
"CanESM5","ssp370","r10i1p1f1",1916,"land_tas",-0.220149019607845
"CanESM5","ssp370","r10i1p1f1",1917,"global_tas",-0.00721932541870274
"CanESM5","ssp370","r10i1p1f1",1917,"sst",0.00732240522875945
"CanESM5","ssp370","r10i1p1f1",1917,"land_tas",-0.0371490196078526
"CanESM5","ssp370","r10i1p1f1",1918,"global_tas",0.162241392182011
"CanESM5","ssp370","r10i1p1f1",1918,"sst",0.156115155228758
"CanESM5","ssp370","r10i1p1f1",1918,"land_tas",0.204450980392153
"CanESM5","ssp370","r10i1p1f1",1919,"global_tas",0.294245440647614
"CanESM5","ssp370","r10i1p1f1",1919,"sst",0.234374738562093
"CanESM5","ssp370","r10i1p1f1",1919,"land_tas",0.365730980392129
"CanESM5","ssp370","r10i1p1f1",1920,"global_tas",0.194506185198861
"CanESM5","ssp370","r10i1p1f1",1920,"sst",0.222141405228758
"CanESM5","ssp370","r10i1p1f1",1920,"land_tas",0.191930980392158
"CanESM5","ssp370","r10i1p1f1",1921,"global_tas",0.285655293974571
"CanESM5","ssp370","r10i1p1f1",1921,"sst",0.23112390522876
"CanESM5","ssp370","r10i1p1f1",1921,"land_tas",0.227580980392133
"CanESM5","ssp370","r10i1p1f1",1922,"global_tas",0.39437841020748
"CanESM5","ssp370","r10i1p1f1",1922,"sst",0.249602488562094
"CanESM5","ssp370","r10i1p1f1",1922,"land_tas",0.634950980392148
"CanESM5","ssp370","r10i1p1f1",1923,"global_tas",0.211153167237171
"CanESM5","ssp370","r10i1p1f1",1923,"sst",0.145137571895426
"CanESM5","ssp370","r10i1p1f1",1923,"land_tas",0.428750980392124
"CanESM5","ssp370","r10i1p1f1",1924,"global_tas",0.0550077066831136
"CanESM5","ssp370","r10i1p1f1",1924,"sst",0.0426124052287592
"CanESM5","ssp370","r10i1p1f1",1924,"land_tas",0.0791709803921208
"CanESM5","ssp370","r10i1p1f1",1925,"global_tas",0.181472531325937
"CanESM5","ssp370","r10i1p1f1",1925,"sst",0.175967238562091
"CanESM5","ssp370","r10i1p1f1",1925,"land_tas",0.207320980392126
"CanESM5","ssp370","r10i1p1f1",1926,"global_tas",0.270650678743891
"CanESM5","ssp370","r10i1p1f1",1926,"sst",0.177517071895427
"CanESM5","ssp370","r10i1p1f1",1926,"land_tas",0.43507098039214
"CanESM5","ssp370","r10i1p1f1",1927,"global_tas",0.135895238094804
"CanESM5","ssp370","r10i1p1f1",1927,"sst",0.0542139885620935
"CanESM5","ssp370","r10i1p1f1",1927,"land_tas",0.208850980392128
"CanESM5","ssp370","r10i1p1f1",1928,"global_tas",0.0764407419688382
"CanESM5","ssp370","r10i1p1f1",1928,"sst",0.0972718218954257
"CanESM5","ssp370","r10i1p1f1",1928,"land_tas",0.135050980392123
"CanESM5","ssp370","r10i1p1f1",1929,"global_tas",0.198244540513826
"CanESM5","ssp370","r10i1p1f1",1929,"sst",0.160283071895425
"CanESM5","ssp370","r10i1p1f1",1929,"land_tas",0.318000980392128
"CanESM5","ssp370","r10i1p1f1",1930,"global_tas",0.262181299878648
"CanESM5","ssp370","r10i1p1f1",1930,"sst",0.201372321895424
"CanESM5","ssp370","r10i1p1f1",1930,"land_tas",0.366680980392118
"CanESM5","ssp370","r10i1p1f1",1931,"global_tas",0.0474008224881572
"CanESM5","ssp370","r10i1p1f1",1931,"sst",0.0542007385620914
"CanESM5","ssp370","r10i1p1f1",1931,"land_tas",0.0390709803921254
"CanESM5","ssp370","r10i1p1f1",1932,"global_tas",0.0390917295324016
"CanESM5","ssp370","r10i1p1f1",1932,"sst",0.0921934885620926
"CanESM5","ssp370","r10i1p1f1",1932,"land_tas",-0.0468990196078494
"CanESM5","ssp370","r10i1p1f1",1933,"global_tas",0.0370219786304915
"CanESM5","ssp370","r10i1p1f1",1933,"sst",0.0610126552287584
"CanESM5","ssp370","r10i1p1f1",1933,"land_tas",0.0071209803921306
"CanESM5","ssp370","r10i1p1f1",1934,"global_tas",0.126358463207509
"CanESM5","ssp370","r10i1p1f1",1934,"sst",0.113704571895426
"CanESM5","ssp370","r10i1p1f1",1934,"land_tas",0.169110980392134
"CanESM5","ssp370","r10i1p1f1",1935,"global_tas",0.0627404442621469
"CanESM5","ssp370","r10i1p1f1",1935,"sst",0.0526687385620905
"CanESM5","ssp370","r10i1p1f1",1935,"land_tas",0.0332509803921539
"CanESM5","ssp370","r10i1p1f1",1936,"global_tas",0.0963468711950668
"CanESM5","ssp370","r10i1p1f1",1936,"sst",0.145085321895426
"CanESM5","ssp370","r10i1p1f1",1936,"land_tas",-0.0134490196078332
"CanESM5","ssp370","r10i1p1f1",1937,"global_tas",0.238501557061966
"CanESM5","ssp370","r10i1p1f1",1937,"sst",0.181123738562093
"CanESM5","ssp370","r10i1p1f1",1937,"land_tas",0.36039098039214
"CanESM5","ssp370","r10i1p1f1",1938,"global_tas",0.380244028042682
"CanESM5","ssp370","r10i1p1f1",1938,"sst",0.316684905228759
"CanESM5","ssp370","r10i1p1f1",1938,"land_tas",0.534400980392149
"CanESM5","ssp370","r10i1p1f1",1939,"global_tas",0.458761725221052
"CanESM5","ssp370","r10i1p1f1",1939,"sst",0.335087488562092
"CanESM5","ssp370","r10i1p1f1",1939,"land_tas",0.599920980392142
"CanESM5","ssp370","r10i1p1f1",1940,"global_tas",0.365672613410027
"CanESM5","ssp370","r10i1p1f1",1940,"sst",0.281601321895427
"CanESM5","ssp370","r10i1p1f1",1940,"land_tas",0.535250980392163
"CanESM5","ssp370","r10i1p1f1",1941,"global_tas",0.361094153180943
"CanESM5","ssp370","r10i1p1f1",1941,"sst",0.242098821895425
"CanESM5","ssp370","r10i1p1f1",1941,"land_tas",0.496550980392158
"CanESM5","ssp370","r10i1p1f1",1942,"global_tas",0.193473095956904
"CanESM5","ssp370","r10i1p1f1",1942,"sst",0.118943655228759
"CanESM5","ssp370","r10i1p1f1",1942,"land_tas",0.247780980392122
"CanESM5","ssp370","r10i1p1f1",1943,"global_tas",0.189623788622782
"CanESM5","ssp370","r10i1p1f1",1943,"sst",0.18906565522876
"CanESM5","ssp370","r10i1p1f1",1943,"land_tas",0.128730980392163
"CanESM5","ssp370","r10i1p1f1",1944,"global_tas",0.310741141963376
"CanESM5","ssp370","r10i1p1f1",1944,"sst",0.227954405228758
"CanESM5","ssp370","r10i1p1f1",1944,"land_tas",0.325820980392166
"CanESM5","ssp370","r10i1p1f1",1945,"global_tas",0.200386572921445
"CanESM5","ssp370","r10i1p1f1",1945,"sst",0.169600988562092
"CanESM5","ssp370","r10i1p1f1",1945,"land_tas",0.0241209803921265
"CanESM5","ssp370","r10i1p1f1",1946,"global_tas",0.219095939149838
"CanESM5","ssp370","r10i1p1f1",1946,"sst",0.143650571895425
"CanESM5","ssp370","r10i1p1f1",1946,"land_tas",0.259100980392134
"CanESM5","ssp370","r10i1p1f1",1947,"global_tas",0.387094482257737
"CanESM5","ssp370","r10i1p1f1",1947,"sst",0.275136405228758
"CanESM5","ssp370","r10i1p1f1",1947,"land_tas",0.577190980392118
"CanESM5","ssp370","r10i1p1f1",1948,"global_tas",0.397398439523442
"CanESM5","ssp370","r10i1p1f1",1948,"sst",0.269975321895427
"CanESM5","ssp370","r10i1p1f1",1948,"land_tas",0.582190980392113
"CanESM5","ssp370","r10i1p1f1",1949,"global_tas",0.294513523123044
"CanESM5","ssp370","r10i1p1f1",1949,"sst",0.204577488562091
"CanESM5","ssp370","r10i1p1f1",1949,"land_tas",0.322790980392142
"CanESM5","ssp370","r10i1p1f1",1950,"global_tas",0.392579757128999
"CanESM5","ssp370","r10i1p1f1",1950,"sst",0.386739655228759
"CanESM5","ssp370","r10i1p1f1",1950,"land_tas",0.366130980392143
"CanESM5","ssp370","r10i1p1f1",1951,"global_tas",0.507992293986149
"CanESM5","ssp370","r10i1p1f1",1951,"sst",0.404992488562091
"CanESM5","ssp370","r10i1p1f1",1951,"land_tas",0.695600980392157
"CanESM5","ssp370","r10i1p1f1",1952,"global_tas",0.334823974485857
"CanESM5","ssp370","r10i1p1f1",1952,"sst",0.291075571895423
"CanESM5","ssp370","r10i1p1f1",1952,"land_tas",0.354230980392117
"CanESM5","ssp370","r10i1p1f1",1953,"global_tas",0.207545013326978
"CanESM5","ssp370","r10i1p1f1",1953,"sst",0.156424405228759
"CanESM5","ssp370","r10i1p1f1",1953,"land_tas",0.264350980392123
"CanESM5","ssp370","r10i1p1f1",1954,"global_tas",0.261433762026229
"CanESM5","ssp370","r10i1p1f1",1954,"sst",0.247097571895424
"CanESM5","ssp370","r10i1p1f1",1954,"land_tas",0.294380980392134
"CanESM5","ssp370","r10i1p1f1",1955,"global_tas",0.429343168362493
"CanESM5","ssp370","r10i1p1f1",1955,"sst",0.27238315522876
"CanESM5","ssp370","r10i1p1f1",1955,"land_tas",0.604850980392143
"CanESM5","ssp370","r10i1p1f1",1956,"global_tas",0.187050176811169
"CanESM5","ssp370","r10i1p1f1",1956,"sst",0.201715655228757
"CanESM5","ssp370","r10i1p1f1",1956,"land_tas",0.199010980392131
"CanESM5","ssp370","r10i1p1f1",1957,"global_tas",0.309190532912794
"CanESM5","ssp370","r10i1p1f1",1957,"sst",0.274204571895425
"CanESM5","ssp370","r10i1p1f1",1957,"land_tas",0.30025098039215
"CanESM5","ssp370","r10i1p1f1",1958,"global_tas",0.4079652095092
"CanESM5","ssp370","r10i1p1f1",1958,"sst",0.325100071895424
"CanESM5","ssp370","r10i1p1f1",1958,"land_tas",0.554910980392151
"CanESM5","ssp370","r10i1p1f1",1959,"global_tas",0.366488820046641
"CanESM5","ssp370","r10i1p1f1",1959,"sst",0.299151988562092
"CanESM5","ssp370","r10i1p1f1",1959,"land_tas",0.422770980392158
"CanESM5","ssp370","r10i1p1f1",1960,"global_tas",0.268895453062783
"CanESM5","ssp370","r10i1p1f1",1960,"sst",0.205838238562091
"CanESM5","ssp370","r10i1p1f1",1960,"land_tas",0.30219098039214
"CanESM5","ssp370","r10i1p1f1",1961,"global_tas",0.207561821018771
"CanESM5","ssp370","r10i1p1f1",1961,"sst",0.266936238562093
"CanESM5","ssp370","r10i1p1f1",1961,"land_tas",0.22978098039215
"CanESM5","ssp370","r10i1p1f1",1962,"global_tas",0.288400777769766
"CanESM5","ssp370","r10i1p1f1",1962,"sst",0.290662321895426
"CanESM5","ssp370","r10i1p1f1",1962,"land_tas",0.320990980392139
"CanESM5","ssp370","r10i1p1f1",1963,"global_tas",0.411288974392846
"CanESM5","ssp370","r10i1p1f1",1963,"sst",0.288411238562091
"CanESM5","ssp370","r10i1p1f1",1963,"land_tas",0.489150980392139
"CanESM5","ssp370","r10i1p1f1",1964,"global_tas",0.362120801170761
"CanESM5","ssp370","r10i1p1f1",1964,"sst",0.230622988562093
"CanESM5","ssp370","r10i1p1f1",1964,"land_tas",0.533670980392117
"CanESM5","ssp370","r10i1p1f1",1965,"global_tas",0.418045401138727
"CanESM5","ssp370","r10i1p1f1",1965,"sst",0.268685321895426
"CanESM5","ssp370","r10i1p1f1",1965,"land_tas",0.659350980392162
"CanESM5","ssp370","r10i1p1f1",1966,"global_tas",0.187137785004381
"CanESM5","ssp370","r10i1p1f1",1966,"sst",0.181744071895427
"CanESM5","ssp370","r10i1p1f1",1966,"land_tas",0.28852098039215
"CanESM5","ssp370","r10i1p1f1",1967,"global_tas",0.0966916409595342
"CanESM5","ssp370","r10i1p1f1",1967,"sst",0.174061988562091
"CanESM5","ssp370","r10i1p1f1",1967,"land_tas",0.0535709803921236
"CanESM5","ssp370","r10i1p1f1",1968,"global_tas",0.234241042075325
"CanESM5","ssp370","r10i1p1f1",1968,"sst",0.216943321895425
"CanESM5","ssp370","r10i1p1f1",1968,"land_tas",0.249920980392119
"CanESM5","ssp370","r10i1p1f1",1969,"global_tas",0.245709181420295
"CanESM5","ssp370","r10i1p1f1",1969,"sst",0.214371155228758
"CanESM5","ssp370","r10i1p1f1",1969,"land_tas",0.263410980392166
"CanESM5","ssp370","r10i1p1f1",1970,"global_tas",0.187521308509929
"CanESM5","ssp370","r10i1p1f1",1970,"sst",0.134338988562093
"CanESM5","ssp370","r10i1p1f1",1970,"land_tas",0.206710980392131
"CanESM5","ssp370","r10i1p1f1",1971,"global_tas",0.134591060598552
"CanESM5","ssp370","r10i1p1f1",1971,"sst",0.130691488562093
"CanESM5","ssp370","r10i1p1f1",1971,"land_tas",0.253030980392111
"CanESM5","ssp370","r10i1p1f1",1972,"global_tas",0.263407974393203
"CanESM5","ssp370","r10i1p1f1",1972,"sst",0.23716340522876
"CanESM5","ssp370","r10i1p1f1",1972,"land_tas",0.40388098039216
"CanESM5","ssp370","r10i1p1f1",1973,"global_tas",0.276861252788649
"CanESM5","ssp370","r10i1p1f1",1973,"sst",0.263409738562093
"CanESM5","ssp370","r10i1p1f1",1973,"land_tas",0.456220980392118
"CanESM5","ssp370","r10i1p1f1",1974,"global_tas",0.334873764794565
"CanESM5","ssp370","r10i1p1f1",1974,"sst",0.301885988562092
"CanESM5","ssp370","r10i1p1f1",1974,"land_tas",0.507910980392126
"CanESM5","ssp370","r10i1p1f1",1975,"global_tas",0.416349147871586
"CanESM5","ssp370","r10i1p1f1",1975,"sst",0.329920071895427
"CanESM5","ssp370","r10i1p1f1",1975,"land_tas",0.596810980392149
"CanESM5","ssp370","r10i1p1f1",1976,"global_tas",0.136666868780253
"CanESM5","ssp370","r10i1p1f1",1976,"sst",0.163563155228758
"CanESM5","ssp370","r10i1p1f1",1976,"land_tas",0.169050980392115
"CanESM5","ssp370","r10i1p1f1",1977,"global_tas",0.160196251866807
"CanESM5","ssp370","r10i1p1f1",1977,"sst",0.217375071895426
"CanESM5","ssp370","r10i1p1f1",1977,"land_tas",0.273650980392119
"CanESM5","ssp370","r10i1p1f1",1978,"global_tas",0.378112814937253
"CanESM5","ssp370","r10i1p1f1",1978,"sst",0.284049488562094
"CanESM5","ssp370","r10i1p1f1",1978,"land_tas",0.60603098039212
"CanESM5","ssp370","r10i1p1f1",1979,"global_tas",0.303889369319904
"CanESM5","ssp370","r10i1p1f1",1979,"sst",0.210212738562092
"CanESM5","ssp370","r10i1p1f1",1979,"land_tas",0.464270980392143
"CanESM5","ssp370","r10i1p1f1",1980,"global_tas",0.288588421420457
"CanESM5","ssp370","r10i1p1f1",1980,"sst",0.245193155228759
"CanESM5","ssp370","r10i1p1f1",1980,"land_tas",0.356970980392134
"CanESM5","ssp370","r10i1p1f1",1981,"global_tas",0.342789640860644
"CanESM5","ssp370","r10i1p1f1",1981,"sst",0.226711738562092
"CanESM5","ssp370","r10i1p1f1",1981,"land_tas",0.574350980392126
"CanESM5","ssp370","r10i1p1f1",1982,"global_tas",0.296475640014819
"CanESM5","ssp370","r10i1p1f1",1982,"sst",0.266608071895427
"CanESM5","ssp370","r10i1p1f1",1982,"land_tas",0.454550980392128
"CanESM5","ssp370","r10i1p1f1",1983,"global_tas",0.408166701250309
"CanESM5","ssp370","r10i1p1f1",1983,"sst",0.313810321895425
"CanESM5","ssp370","r10i1p1f1",1983,"land_tas",0.604810980392131
"CanESM5","ssp370","r10i1p1f1",1984,"global_tas",0.301755046470362
"CanESM5","ssp370","r10i1p1f1",1984,"sst",0.251343821895425
"CanESM5","ssp370","r10i1p1f1",1984,"land_tas",0.465220980392132
"CanESM5","ssp370","r10i1p1f1",1985,"global_tas",0.294492097833825
"CanESM5","ssp370","r10i1p1f1",1985,"sst",0.270995988562092
"CanESM5","ssp370","r10i1p1f1",1985,"land_tas",0.378730980392163
"CanESM5","ssp370","r10i1p1f1",1986,"global_tas",0.321223528201699
"CanESM5","ssp370","r10i1p1f1",1986,"sst",0.232184988562093
"CanESM5","ssp370","r10i1p1f1",1986,"land_tas",0.356250980392133
"CanESM5","ssp370","r10i1p1f1",1987,"global_tas",0.299770800856834
"CanESM5","ssp370","r10i1p1f1",1987,"sst",0.264554155228759
"CanESM5","ssp370","r10i1p1f1",1987,"land_tas",0.335050980392111
"CanESM5","ssp370","r10i1p1f1",1988,"global_tas",0.452146395073385
"CanESM5","ssp370","r10i1p1f1",1988,"sst",0.350100821895425
"CanESM5","ssp370","r10i1p1f1",1988,"land_tas",0.625950980392133
"CanESM5","ssp370","r10i1p1f1",1989,"global_tas",0.566258342428682
"CanESM5","ssp370","r10i1p1f1",1989,"sst",0.412051988562091
"CanESM5","ssp370","r10i1p1f1",1989,"land_tas",0.724250980392128
"CanESM5","ssp370","r10i1p1f1",1990,"global_tas",0.51406831548303
"CanESM5","ssp370","r10i1p1f1",1990,"sst",0.353913655228759
"CanESM5","ssp370","r10i1p1f1",1990,"land_tas",0.760390980392117
"CanESM5","ssp370","r10i1p1f1",1991,"global_tas",0.58992950191606
"CanESM5","ssp370","r10i1p1f1",1991,"sst",0.377390655228759
"CanESM5","ssp370","r10i1p1f1",1991,"land_tas",0.732220980392128
"CanESM5","ssp370","r10i1p1f1",1992,"global_tas",0.354307611464435
"CanESM5","ssp370","r10i1p1f1",1992,"sst",0.255036988562094
"CanESM5","ssp370","r10i1p1f1",1992,"land_tas",0.400710980392148
"CanESM5","ssp370","r10i1p1f1",1993,"global_tas",0.375402632237865
"CanESM5","ssp370","r10i1p1f1",1993,"sst",0.263982738562092
"CanESM5","ssp370","r10i1p1f1",1993,"land_tas",0.514570980392136
"CanESM5","ssp370","r10i1p1f1",1994,"global_tas",0.604349400628905
"CanESM5","ssp370","r10i1p1f1",1994,"sst",0.402872571895426
"CanESM5","ssp370","r10i1p1f1",1994,"land_tas",0.783820980392136
"CanESM5","ssp370","r10i1p1f1",1995,"global_tas",0.763610775913548
"CanESM5","ssp370","r10i1p1f1",1995,"sst",0.526823071895425
"CanESM5","ssp370","r10i1p1f1",1995,"land_tas",0.952710980392112
"CanESM5","ssp370","r10i1p1f1",1996,"global_tas",0.90689011427628
"CanESM5","ssp370","r10i1p1f1",1996,"sst",0.618457571895427
"CanESM5","ssp370","r10i1p1f1",1996,"land_tas",1.19029098039215
"CanESM5","ssp370","r10i1p1f1",1997,"global_tas",0.777399434952144
"CanESM5","ssp370","r10i1p1f1",1997,"sst",0.57425598856209
"CanESM5","ssp370","r10i1p1f1",1997,"land_tas",1.12449098039212
"CanESM5","ssp370","r10i1p1f1",1998,"global_tas",0.838213803584893
"CanESM5","ssp370","r10i1p1f1",1998,"sst",0.581959738562091
"CanESM5","ssp370","r10i1p1f1",1998,"land_tas",1.09370098039216
"CanESM5","ssp370","r10i1p1f1",1999,"global_tas",0.904656076728486
"CanESM5","ssp370","r10i1p1f1",1999,"sst",0.595071321895425
"CanESM5","ssp370","r10i1p1f1",1999,"land_tas",1.03585098039213
"CanESM5","ssp370","r10i1p1f1",2000,"global_tas",0.975415677772162
"CanESM5","ssp370","r10i1p1f1",2000,"sst",0.663687571895427
"CanESM5","ssp370","r10i1p1f1",2000,"land_tas",1.14945098039215
"CanESM5","ssp370","r10i1p1f1",2001,"global_tas",1.23740252511635
"CanESM5","ssp370","r10i1p1f1",2001,"sst",0.882593155228758
"CanESM5","ssp370","r10i1p1f1",2001,"land_tas",1.66415098039215
"CanESM5","ssp370","r10i1p1f1",2002,"global_tas",1.37947056129275
"CanESM5","ssp370","r10i1p1f1",2002,"sst",0.916418655228757
"CanESM5","ssp370","r10i1p1f1",2002,"land_tas",1.84895098039215
"CanESM5","ssp370","r10i1p1f1",2003,"global_tas",1.25100879119947
"CanESM5","ssp370","r10i1p1f1",2003,"sst",0.834993571895425
"CanESM5","ssp370","r10i1p1f1",2003,"land_tas",1.64085098039214
"CanESM5","ssp370","r10i1p1f1",2004,"global_tas",1.14217726483417
"CanESM5","ssp370","r10i1p1f1",2004,"sst",0.818765988562092
"CanESM5","ssp370","r10i1p1f1",2004,"land_tas",1.32789098039211
"CanESM5","ssp370","r10i1p1f1",2005,"global_tas",1.29982442873705
"CanESM5","ssp370","r10i1p1f1",2005,"sst",0.926301655228759
"CanESM5","ssp370","r10i1p1f1",2005,"land_tas",1.61445098039212
"CanESM5","ssp370","r10i1p1f1",2006,"global_tas",1.48473685064107
"CanESM5","ssp370","r10i1p1f1",2006,"sst",1.02420723856209
"CanESM5","ssp370","r10i1p1f1",2006,"land_tas",1.97160098039217
"CanESM5","ssp370","r10i1p1f1",2007,"global_tas",1.37606351275997
"CanESM5","ssp370","r10i1p1f1",2007,"sst",0.973187821895426
"CanESM5","ssp370","r10i1p1f1",2007,"land_tas",1.76652098039216
"CanESM5","ssp370","r10i1p1f1",2008,"global_tas",1.28849038505928
"CanESM5","ssp370","r10i1p1f1",2008,"sst",0.855219488562093
"CanESM5","ssp370","r10i1p1f1",2008,"land_tas",1.54515098039212
"CanESM5","ssp370","r10i1p1f1",2009,"global_tas",1.30409419159241
"CanESM5","ssp370","r10i1p1f1",2009,"sst",0.804558988562093
"CanESM5","ssp370","r10i1p1f1",2009,"land_tas",1.60060098039213
"CanESM5","ssp370","r10i1p1f1",2010,"global_tas",1.51133875223928
"CanESM5","ssp370","r10i1p1f1",2010,"sst",1.02391515522876
"CanESM5","ssp370","r10i1p1f1",2010,"land_tas",1.96159098039215
"CanESM5","ssp370","r10i1p1f1",2011,"global_tas",1.65000466756936
"CanESM5","ssp370","r10i1p1f1",2011,"sst",1.07187598856209
"CanESM5","ssp370","r10i1p1f1",2011,"land_tas",2.18803098039211
"CanESM5","ssp370","r10i1p1f1",2012,"global_tas",1.75428129583128
"CanESM5","ssp370","r10i1p1f1",2012,"sst",1.08739565522876
"CanESM5","ssp370","r10i1p1f1",2012,"land_tas",2.19795098039214
"CanESM5","ssp370","r10i1p1f1",2013,"global_tas",1.67606279456612
"CanESM5","ssp370","r10i1p1f1",2013,"sst",1.08095565522876
"CanESM5","ssp370","r10i1p1f1",2013,"land_tas",2.04811098039215
"CanESM5","ssp370","r10i1p1f1",2014,"global_tas",1.81900492248565
"CanESM5","ssp370","r10i1p1f1",2014,"sst",1.17212882189542
"CanESM5","ssp370","r10i1p1f1",2014,"land_tas",2.32015098039216
